"","gender","age","class","embarked","fare","sibsp","parch","survived"
"512","male",62,"2nd","Southampton",10.1,0,0,1
"513","male",45,"1st","Southampton",83.0906,1,0,0
"514","female",35,"1st","Southampton",83.0906,1,0,1
"515","male",45,"2nd","Southampton",10.1,0,0,0
"516","male",46,"1st","Southampton",89,0,0,0
"517","male",33,"2nd","Southampton",22,0,0,0
"518","female",7,"2nd","Southampton",26.05,0,2,1
"519","male",47,"2nd","Southampton",26.05,1,1,0
"520","male",29,"3rd","Queenstown",6.1702,0,0,0
"521","female",48,"2nd","Southampton",26.05,1,1,1
"522","male",27,"1st","Cherbourg",76.1407,0,0,1
"523","male",45,"1st","Southampton",30,0,0,1
"524","female",24,"1st","Cherbourg",83.0302,0,0,1
"525","male",55,"1st","Southampton",93.1,1,1,0
"526","female",52,"1st","Southampton",93.1,1,1,1
"527","male",42,"1st","Southampton",42.1,0,0,0
"528","female",33,"3rd","Queenstown",7.15,0,0,1
"529","male",27,"3rd","Southampton",6.1906,0,0,1
"530","male",24,"3rd","Southampton",56.0911,0,0,1
"531","female",20,"3rd","Queenstown",6.15,0,0,0
"532","female",16,"3rd","Southampton",7.1806,0,0,1
"533","female",23,"3rd","Southampton",7.1806,0,0,0
"534","female",22,"3rd","Southampton",8.1903,0,0,1
"535","male",30,"3rd","Southampton",7.1711,0,0,0
"536","female",28,"3rd","Southampton",7.1506,0,0,0
"537","female",21,"3rd","Queenstown",7.15,0,0,0
"538","female",24,"2nd","Southampton",65,1,2,1
"539","female",24,"2nd","Southampton",65,1,2,1
"540","male",50,"2nd","Southampton",65,1,2,0
"541","female",50,"2nd","Southampton",65,1,2,1
"542","female",56,"2nd","Southampton",16,0,0,1
"543","male",24,"2nd","Southampton",73.1,2,0,0
"544","male",30,"2nd","Southampton",73.1,2,0,0
"545","male",21,"2nd","Southampton",73.1,2,0,0
"546","male",44,"1st","Southampton",51.1703,0,0,0
"547","female",18,"2nd","Southampton",13,1,1,0
"548","male",55,"1st","Southampton",50,0,0,0
"549","female",17,"1st","Cherbourg",57.1907,0,1,1
"550","female",44,"1st","Cherbourg",57.1907,0,1,1
"551","female",2,"3rd","Southampton",12.0509,0,1,1
"552","female",22,"3rd","Southampton",12.0509,1,1,1
"553","female",20,"2nd","Southampton",23,2,1,1
"554","male",24,"2nd","Southampton",11.1,2,1,0
"555","male",36,"2nd","Southampton",13,0,0,0
"556","female",54,"2nd","Southampton",23,1,3,1
"557","male",50,"2nd","Southampton",13,0,0,0
"558","female",51,"1st","Cherbourg",77.1902,1,0,1
"559","female",29,"2nd","Southampton",26,1,0,1
"560","male",44,"2nd","Southampton",26,1,0,0
"561","male",43,"3rd","Southampton",6.09,0,0,0
"562","male",18,"3rd","Southampton",22.1006,0,0,0
"563","male",42,"1st","Southampton",52,1,0,0
"564","female",35,"1st","Southampton",52,1,0,1
"565","male",40,"1st","Southampton",26.11,0,0,1
"566","female",27,"3rd","Southampton",7.1806,0,0,1
"567","male",21,"2nd","Southampton",73.1,0,0,0
"568","male",22,"3rd","Queenstown",7.15,0,0,0
"569","male",41,"2nd","Southampton",13,0,0,1
"570","female",26,"3rd","Southampton",8.01,0,0,1
"571","male",63,"2nd","Southampton",26,1,0,0
"572","female",61,"2nd","Southampton",26,1,0,0
"573","male",38,"1st","Southampton",100,1,0,1
"574","female",31,"1st","Southampton",100,1,0,1
"575","male",43,"1st","Cherbourg",30.1311,0,0,0
"576","male",42,"3rd","Southampton",7.13,0,0,0
"577","male",21,"2nd","Southampton",22,0,0,0
"578","male",34,"2nd","Southampton",12.0506,0,0,0
"579","male",34,"3rd","Southampton",7.1709,0,0,1
"580","male",11,"3rd","Cherbourg",18.1509,0,0,0
"581","female",18,"3rd","Cherbourg",7.0407,0,0,1
"582","male",33,"3rd","Cherbourg",14.0902,0,0,0
"583","female",39,"1st","Southampton",80,0,0,1
"584","female",17,"2nd","Southampton",10.1,0,0,1
"585","male",32,"3rd","Southampton",7.1711,0,0,0
"586","female",17,"3rd","Southampton",7.1806,1,0,0
"587","female",25,"3rd","Southampton",7.1806,1,0,0
"588","female",50,"1st","Cherbourg",28.1403,0,0,0
"589","male",49,"1st","Southampton",89,0,0,1
"590","male",20,"3rd","Southampton",7.1711,0,0,0
"591","female",16,"3rd","Cherbourg",14.0901,1,0,0
"592","female",19,"3rd","Cherbourg",14.0901,1,0,0
"593","female",24,"2nd","Southampton",27,2,1,1
"594","male",42,"2nd","Southampton",27,1,0,0
"595","male",30,"3rd","Cherbourg",7.1711,0,0,1
"596","male",21,"3rd","Southampton",7.1511,0,0,1
"597","male",21,"3rd","Southampton",7.01,0,0,0
"598","male",46,"2nd","Southampton",15,0,0,0
"599","male",24,"2nd","Southampton",31.1,2,0,0
"600","male",21,"2nd","Southampton",31.1,2,0,0
"601","male",32,"2nd","Southampton",10.1,0,0,0
"602","male",20,"3rd","Southampton",7.1701,0,0,0
"603","male",48,"3rd","Southampton",7.0101,0,0,0
"604","male",17,"3rd","Southampton",7.1701,1,0,0
"605","female",26,"3rd","Queenstown",7.15,0,0,1
"606","female",23,"2nd","Cherbourg",13.151,0,0,1
"607","male",29,"3rd","Southampton",8.0203,0,0,1
"608","male",34,"3rd","Southampton",6.0911,0,0,0
"609","male",22,"3rd","Southampton",7.1511,0,0,0
"610","male",33,"3rd","Southampton",8.1301,0,0,0
"611","male",31,"3rd","Southampton",7.1506,0,0,0
"612","male",29,"3rd","Southampton",7.1701,0,0,0
"613","male",26,"3rd","Southampton",7.1506,0,0,1
"614","male",4,"3rd","Southampton",11.0208,1,1,1
"615","female",1,"3rd","Southampton",11.0208,1,1,1
"616","male",49,"3rd","Southampton",13,0,0,0
"617","male",33,"3rd","Southampton",7.1506,0,0,0
"618","female",26,"3rd","Southampton",11.0208,0,2,1
"619","male",19,"3rd","Southampton",13,0,0,0
"620","male",8,"3rd","Southampton",23.09,1,2,0
"621","female",7,"3rd","Southampton",23.09,1,2,0
"622","male",35,"3rd","Southampton",23.09,1,2,0
"623","female",36,"3rd","Southampton",23.09,1,2,0
"624","male",46,"1st","Southampton",26,0,0,0
"625","male",23,"3rd","Southampton",7.1711,0,0,0
"626","male",25,"3rd","Southampton",7.1701,0,0,1
"627","male",27,"3rd","Southampton",7.1701,0,0,0
"628","male",39,"3rd","Cherbourg",7.0407,0,2,0
"629","male",50,"1st","Southampton",26,0,0,0
"630","female",20,"3rd","Southampton",9.161,1,0,0
"631","female",21,"3rd","Southampton",9.161,1,0,0
"632","male",32,"3rd","Southampton",7.1806,0,0,1
"633","male",17,"3rd","Southampton",7.0206,0,0,0
"634","male",21,"3rd","Southampton",8.0808,0,0,0
"635","male",34,"2nd","Southampton",26,1,0,0
"636","female",24,"2nd","Southampton",26,1,0,1
"637","male",30,"3rd","Southampton",7.1711,0,0,0
"638","male",21,"3rd","Southampton",7.1511,0,0,1
"639","male",33,"3rd","Southampton",7.1701,0,0,0
"640","male",22,"3rd","Southampton",7.1005,0,0,0
"641","female",22,"2nd","Southampton",21,0,0,0
"642","female",5,"3rd","Cherbourg",13.0804,0,1,1
"643","male",39,"3rd","Cherbourg",13.0804,0,1,1
"644","male",19,"3rd","Cherbourg",7.0407,0,0,0
"645","female",46,"2nd","Queenstown",12.07,0,0,1
"646","male",23,"3rd","Queenstown",7.15,0,0,0
"647","male",35,"2nd","Queenstown",12.07,0,0,0
"648","male",39,"3rd","Southampton",7.05,0,0,0
"649","male",33,"1st","Southampton",211.1,0,0,0
"650","female",20,"3rd","Queenstown",7.15,0,0,1
"651","female",22,"3rd","Queenstown",7.15,0,0,1
"652","male",19,"3rd","Southampton",8.01,0,0,0
"653","male",44,"3rd","Queenstown",7.1607,0,0,0
"654","male",44,"engineering crew","Southampton",0,0,0,0
"655","female",49,"2nd","Southampton",13.1,0,0,1
"656","male",24,"3rd","Queenstown",7.15,0,0,1
"657","male",58,"1st","Cherbourg",29.14,0,0,0
"658","male",41,"1st","Southampton",51.1703,1,0,0
"659","female",40,"1st","Southampton",51.1703,1,0,1
"660","male",25,"3rd","Cherbourg",14.0901,1,0,0
"661","female",20,"3rd","Cherbourg",14.0901,1,0,0
"662","male",25,"3rd","Queenstown",7.15,1,0,0
"663","male",22,"3rd","Queenstown",7.15,1,0,0
"664","male",22,"3rd","Queenstown",7.1409,0,0,0
"665","male",42,"1st","Southampton",52.1101,1,0,1
"666","female",45,"1st","Southampton",52.1101,1,0,1
"667","female",4,"3rd","Southampton",22,0,2,1
"668","female",26,"3rd","Southampton",22,1,1,1
"669","female",23,"3rd","Southampton",8.1303,2,0,0
"670","male",29,"3rd","Southampton",22,3,1,1
"671","male",26,"3rd","Southampton",8.1303,2,0,0
"672","male",52,"2nd","Queenstown",12.07,0,0,0
"673","male",41,"1st","Southampton",26.11,0,0,0
"674","female",1,"3rd","Southampton",12.0308,1,1,0
"675","male",18,"3rd","Southampton",7.1701,1,1,0
"676","female",36,"3rd","Southampton",12.0308,0,2,0
"677","male",41,"2nd","Belfast",22,0,0,0
"678","male",30,"3rd","Cherbourg",7.1711,0,0,0
"679","male",25,"3rd","Cherbourg",7.0407,0,0,1
"680","female",29,"1st","Southampton",211.0609,0,0,1
"681","male",23,"2nd","Southampton",22,0,0,0
"682","male",26,"3rd","Southampton",7.11,0,0,0
"683","male",31,"2nd","Southampton",10.1,0,0,0
"684","male",35,"3rd","Cherbourg",7.0406,0,0,0
"685","male",35,"2nd","Southampton",26,1,1,0
"686","female",34,"2nd","Southampton",26,1,1,0
"687","female",37,"3rd","Southampton",9.1109,0,0,0
"688","male",31,"2nd","Queenstown",10.1402,0,0,0
"689","male",38,"3rd","Southampton",56.0911,0,0,1
"690","male",23,"3rd","Southampton",56.0911,0,0,0
"691","female",22,"3rd","Southampton",7.05,0,0,1
"692","male",17,"3rd","Queenstown",7.15,0,0,0
"693","male",32,"3rd","Southampton",56.0911,0,0,1
"694","female",1,"2nd","Cherbourg",41.1107,1,2,1
"695","female",3,"2nd","Cherbourg",41.1107,1,2,1
"696","male",25,"2nd","Cherbourg",41.1107,1,2,0
"697","female",22,"2nd","Cherbourg",41.1107,1,2,1
"698","male",29,"3rd","Southampton",9.0908,0,0,0
"699","male",29,"3rd","Southampton",7.1506,0,0,0
"700","male",22,"3rd","Southampton",7.1506,0,0,0
"701","female",49,"1st","Southampton",25.1807,0,0,1
"702","male",5,"3rd","Southampton",25.0904,3,1,0
"703","female",3,"3rd","Southampton",25.0904,3,1,0
"704","female",8,"3rd","Southampton",25.0904,3,1,0
"705","female",12,"3rd","Southampton",25.0904,3,1,0
"706","female",40,"3rd","Southampton",25.0904,0,4,0
"707","female",17,"2nd","Cherbourg",12,0,0,1
"708","male",32,"3rd","Southampton",7.1806,0,0,0
"709","female",31,"2nd","Southampton",33,0,0,1
"710","female",39,"2nd","Southampton",10.1,0,0,1
"711","female",18,"3rd","Queenstown",15.1,1,0,0
"712","male",20,"3rd","Queenstown",15.1,1,0,0
"713","female",27,"1st","Cherbourg",106.0806,0,0,1
"714","male",41,"3rd","Southampton",24.03,0,0,0
"715","male",35,"1st","Cherbourg",512.0607,0,0,1
"716","male",37,"2nd","Southampton",12.1706,0,0,0
"717","male",30,"1st","Cherbourg",27.1405,0,0,0
"718","male",25,"2nd","Southampton",10.1,0,0,0
"719","male",24,"3rd","Southampton",9.1,0,0,0
"720","female",25,"3rd","Southampton",7.1506,0,0,0
"721","female",45,"3rd","Southampton",7.15,0,0,0
"722","male",42,"1st","Southampton",26.11,0,0,0
"723","male",36,"3rd","Southampton",15.11,1,0,0
"724","female",30,"3rd","Southampton",15.11,1,0,0
"725","male",20,"3rd","Southampton",7.1806,1,0,1
"726","female",55,"1st","Cherbourg",27.1405,0,0,1
"727","male",21,"3rd","Queenstown",7.1707,0,0,0
"728","female",16,"1st","Cherbourg",39.08,0,1,1
"729","female",50,"1st","Cherbourg",39.08,0,1,1
"730","male",61,"2nd","Queenstown",12.07,0,0,0
"731","male",28,"3rd","Southampton",56.0911,0,0,0
"732","male",27,"3rd","Southampton",9.1,0,0,0
"733","male",25,"3rd","Southampton",7.05,0,0,0
"734","female",34,"3rd","Southampton",16.02,1,0,0
"735","male",31,"3rd","Southampton",16.02,1,0,0
"736","male",19,"3rd","Southampton",7.1707,0,0,0
"737","female",21,"1st","Cherbourg",77.1902,0,0,1
"738","male",29,"1st","Southampton",30,0,0,0
"739","male",30,"1st","Southampton",45.1,0,0,0
"740","male",50,"2nd","Southampton",26,1,0,0
"741","female",43,"2nd","Southampton",26,1,0,1
"742","male",20,"3rd","Southampton",7.05,0,0,0
"743","male",29,"3rd","Southampton",8.1303,0,0,1
"744","male",50,"3rd","Southampton",7.0101,0,0,0
"745","female",23,"3rd","Southampton",7.1701,0,0,1
"746","male",32,"3rd","Southampton",7.1107,0,0,1
"747","female",59,"1st","Cherbourg",146.1005,0,0,1
"748","male",30,"3rd","Cherbourg",6.0809,0,0,0
"749","male",44,"3rd","Southampton",7.1711,0,0,0
"750","male",20,"3rd","Southampton",7.11,0,0,0
"751","female",57,"2nd","Southampton",10.1,0,0,0
"752","female",21,"3rd","Queenstown",7.15,0,0,1
"753","female",16,"1st","Southampton",211.0609,0,1,1
"754","male",24,"3rd","Southampton",7.021,0,0,1
"755","male",22,"3rd","Southampton",7.0206,0,0,0
"756","male",30,"1st","Southampton",26,0,0,0
"757","female",20,"3rd","Queenstown",7.1707,0,0,0
"758","female",20,"1st","Southampton",86.1,0,0,1
"759","male",34,"3rd","Southampton",8.01,0,0,0
"760","male",29,"3rd","Southampton",7.1806,0,0,0
"761","male",25,"2nd","Cherbourg",15,0,0,0
"762","male",1,"2nd","Cherbourg",37,0,2,1
"763","male",45,"2nd","Cherbourg",37,1,1,0
"764","female",24,"2nd","Cherbourg",37,1,1,1
"765","male",18,"3rd","Cherbourg",7.0407,0,0,1
"766","female",32,"3rd","Queenstown",7.15,0,0,0
"767","male",30,"2nd","Cherbourg",15.1107,0,0,0
"768","female",28,"3rd","Queenstown",7.1409,0,0,1
"769","male",25,"3rd","Cherbourg",7.0407,0,0,0
"770","male",29,"1st","Cherbourg",29.14,0,0,1
"771","male",23,"3rd","Southampton",7.1711,0,0,0
"772","male",35,"3rd","Southampton",7.1711,0,0,0
"773","male",33,"3rd","Cherbourg",7.1711,0,0,0
"774","male",18,"1st","Southampton",53.02,1,0,0
"775","female",18,"1st","Southampton",53.02,1,0,1
"776","male",30,"3rd","Cherbourg",7.1711,0,0,0
"777","male",23,"2nd","Southampton",13,0,0,0
"778","male",36,"2nd","Southampton",16,0,0,0
"779","female",24,"1st","Cherbourg",49.1001,0,0,1
"780","male",46,"1st","Southampton",75.041,0,0,0
"781","female",25,"3rd","Queenstown",7.15,0,0,1
"782","male",55,"1st","Southampton",51.1703,0,0,0
"783","male",19,"3rd","Queenstown",7.15,0,0,1
"784","female",29,"3rd","Queenstown",23.05,2,0,1
"785","female",26,"3rd","Queenstown",23.05,2,0,1
"786","male",24,"3rd","Queenstown",23.05,2,0,1
"787","male",32,"2nd","Southampton",13.1,0,0,0
"788","male",32,"2nd","Southampton",13,0,0,0
"789","female",31,"3rd","Queenstown",7.1508,0,0,1
"790","male",20,"3rd","Queenstown",15.1,0,0,0
"791","male",35,"1st","Southampton",26.0509,0,0,1
"792","female",22,"3rd","Queenstown",7.1707,0,0,1
"793","female",17,"3rd","Queenstown",8,0,0,1
"794","female",42,"3rd","Queenstown",7.15,0,0,0
"795","male",46,"2nd","Southampton",26,0,0,0
"796","male",19,"3rd","Queenstown",7.15,0,0,0
"797","male",27,"3rd","Southampton",16.02,1,0,0
"798","female",19,"3rd","Southampton",16.02,1,0,0
"799","female",32,"3rd","Queenstown",7.15,0,0,0
"800","female",62,"3rd","Southampton",8.01,0,0,0
"801","male",22,"3rd","Queenstown",7.15,0,0,0
"802","female",32,"3rd","Southampton",8.01,0,0,0
"803","female",13,"2nd","Southampton",19.1,0,1,1
"804","female",42,"2nd","Southampton",19.1,0,1,1
"805","male",19,"2nd","Southampton",10.1,0,0,1
"806","male",48,"3rd","Southampton",8.01,0,0,0
"807","male",28,"3rd","Queenstown",7.15,0,0,0
"808","male",31,"2nd","Southampton",13,0,0,0
"809","male",28,"1st","Cherbourg",82.0305,1,0,0
"810","female",25,"1st","Cherbourg",82.0305,1,0,1
"811","male",21,"3rd","Southampton",7.1506,0,0,1
"812","male",28,"3rd","Southampton",7.1711,0,0,0
"813","male",23,"3rd","Southampton",8.01,0,0,0
"814","male",65,"1st","Cherbourg",26.11,0,0,0
"815","male",48,"2nd","Southampton",13,0,0,0
"816","male",44,"1st","Queenstown",90,2,0,0
"817","female",33,"1st","Queenstown",90,1,0,1
"818","female",37,"1st","Queenstown",90,1,0,1
"819","male",24,"3rd","Southampton",7.1711,0,0,0
"820","male",21,"3rd","Southampton",7.1711,0,0,0
"821","male",72,"2nd","Southampton",10.1,0,0,0
"822","male",23,"3rd","Southampton",7.1711,0,0,0
"823","female",23,"3rd","Queenstown",7.1707,0,0,1
"824","male",30,"1st","Cherbourg",57.15,1,0,1
"825","male",27,"3rd","Southampton",7.13,0,0,0
"826","male",55,"1st","Southampton",30.1,0,0,0
"827","male",27,"2nd","Southampton",13,0,0,0
"828","male",47,"1st","Southampton",42.08,0,0,0
"829","male",19,"3rd","Southampton",8.01,0,0,0
"830","male",7,"3rd","Southampton",12.0906,0,1,1
"831","female",29,"3rd","Southampton",12.0906,0,1,1
"832","female",28,"3rd","Queenstown",24.03,1,0,1
"833","male",28,"3rd","Queenstown",24.03,1,0,0
"834","male",54,"2nd","Southampton",14,0,0,0
"835","male",38,"2nd","Southampton",26,0,0,0
"836","male",34,"3rd","Southampton",8.01,0,0,0
"837","male",30,"3rd","Queenstown",7.15,0,0,0
"838","male",29,"3rd","Southampton",7.1506,0,0,1
"839","female",35,"3rd","Cherbourg",7.0407,0,0,1
"840","male",28,"3rd","Southampton",8.01,0,0,0
"841","male",4,"3rd","Cherbourg",15.0411,1,1,1
"842","male",7,"3rd","Cherbourg",15.0411,1,1,1
"843","female",25,"3rd","Cherbourg",15.0411,0,2,1
"844","male",17,"2nd","Southampton",10.1,0,0,0
"845","female",21,"3rd","Queenstown",7.1408,0,0,1
"846","female",25,"3rd","Queenstown",7.15,0,0,1
"847","male",22,"3rd","Southampton",8.01,0,0,0
"848","female",18,"3rd","Queenstown",15.1,1,0,1
"849","female",25,"3rd","Queenstown",15.1,1,0,1
"850","female",31,"3rd","Queenstown",15.1,0,0,1
"851","female",22,"3rd","Cherbourg",7.0406,0,0,1
"852","male",18,"3rd","Southampton",7.15,0,0,0
"853","male",63,"2nd","Queenstown",9.1309,0,0,0
"854","male",22,"3rd","Southampton",7.1711,0,0,0
"855","female",15,"3rd","Cherbourg",7.0406,0,0,1
"856","male",17,"3rd","Cherbourg",7.0407,0,0,0
"857","female",1,"3rd","Cherbourg",15.141,0,2,1
"858","male",21,"3rd","Cherbourg",15.141,1,1,1
"859","female",19,"3rd","Cherbourg",15.141,1,1,1
"860","male",36,"3rd","Southampton",8.01,0,0,0
"861","male",32,"3rd","Southampton",7.1711,0,0,0
"862","male",20,"3rd","Cherbourg",7.0407,0,0,0
"863","male",28,"2nd","Cherbourg",30.0105,1,0,0
"864","female",14,"2nd","Cherbourg",30.0105,1,0,1
"865","male",20,"3rd","Cherbourg",7.0406,0,0,0
"866","male",36,"1st","Cherbourg",29.14,0,1,0
"867","female",21,"3rd","Queenstown",7.15,0,0,0
"868","male",2,"2nd","Southampton",26,1,1,1
"869","male",3,"2nd","Southampton",26,1,1,1
"870","male",32,"2nd","Southampton",26,0,2,0
"871","male",22,"3rd","Southampton",7.1711,0,0,0
"872","male",26,"2nd","Southampton",13,0,0,0
"873","female",31,"1st","Cherbourg",113.0506,1,0,1
"874","female",23,"1st","Cherbourg",113.0506,1,0,1
"875","male",58,"1st","Cherbourg",113.0506,0,2,0
"876","female",19,"1st","Southampton",26.0508,0,2,1
"877","male",19,"2nd","Southampton",36.15,1,1,0
"878","male",60,"1st","Southampton",26,0,0,0
"879","female",29,"3rd","Southampton",7.1806,0,0,0
"880","male",28,"3rd","Southampton",8.01,0,0,0
"881","female",18,"3rd","Southampton",7.1506,0,0,1
"882","female",26,"3rd","Southampton",7.1701,0,0,1
"883","male",21,"3rd","Southampton",7.1701,0,0,0
"884","male",11,"3rd","Cherbourg",11.041,1,0,1
"885","female",14,"3rd","Cherbourg",11.041,1,0,1
"886","male",41,"3rd","Southampton",7.0206,0,0,0
"887","male",39,"3rd","Southampton",7.1806,0,0,1
"888","male",20,"3rd","Cherbourg",7.0407,0,0,0
"889","male",27,"2nd","Southampton",13.1,0,0,0
"890","male",21,"3rd","Southampton",7.16,0,0,0
"891","male",20,"1st","Cherbourg",13.1703,0,0,1
"892","female",29,"2nd","Southampton",10.1,0,0,1
"893","female",22,"3rd","Southampton",7.15,0,0,1
"894","male",60,"3rd","Southampton",6.0409,0,0,0
"895","male",21,"3rd","Queenstown",7.1607,0,0,0
"896","female",26,"3rd","Queenstown",15.1,1,0,1
"897","male",27,"3rd","Queenstown",15.1,1,0,0
"898","male",18,"3rd","Queenstown",7.1408,0,0,0
"899","male",17,"3rd","Queenstown",7.15,0,0,0
"900","male",23,"3rd","Queenstown",7.15,0,0,0
"901","male",23,"3rd","Southampton",9.0406,0,0,0
"902","female",24,"3rd","Queenstown",7.1707,0,0,1
"903","female",22,"3rd","Southampton",7.1506,0,0,1
"904","male",21,"3rd","Queenstown",7.15,0,0,1
"905","female",16,"3rd","Queenstown",7.1607,0,0,1
"906","female",39,"1st","Cherbourg",108.18,0,0,1
"907","male",9,"3rd","Southampton",3.0305,0,1,1
"908","male",28,"3rd","Southampton",22.1006,0,0,0
"909","male",42,"3rd","Southampton",8.0801,0,1,0
"910","male",27,"3rd","Southampton",7.0603,0,0,0
"911","female",31,"3rd","Southampton",7.1701,0,0,0
"912","male",28,"3rd","Southampton",7.1701,0,0,0
"913","male",32,"3rd","Southampton",7.1506,0,0,1
"914","male",20,"3rd","Southampton",9.0406,0,0,0
"915","male",29,"1st","Cherbourg",25.141,0,0,1
"916","female",23,"3rd","Southampton",8.1303,0,0,0
"917","female",20,"3rd","Southampton",8.1303,0,0,0
"918","male",20,"3rd","Southampton",8.1303,0,0,0
"919","male",16,"3rd","Southampton",9.0404,0,0,0
"920","female",22,"1st","Southampton",61.1907,0,1,1
"921","male",64,"1st","Southampton",61.1907,0,1,0
"922","female",21,"3rd","Queenstown",7.1207,0,0,0
"923","male",38,"2nd","Southampton",13,0,0,0
"924","male",36,"1st","Cherbourg",27.1405,0,0,0
"925","male",22,"2nd","Southampton",10.1,0,0,1
"926","male",27,"2nd","Cherbourg",13.1703,0,0,1
"927","male",23,"2nd","Southampton",10.1,0,0,0
"928","male",29,"2nd","Cherbourg",13.1702,0,0,1
"929","male",2,"3rd","Southampton",21.0106,3,1,0
"930","male",6,"3rd","Southampton",21.0106,3,1,0
"931","female",3,"3rd","Southampton",21.0106,3,1,0
"932","female",8,"3rd","Southampton",21.0106,3,1,0
"933","female",29,"3rd","Southampton",21.0106,0,4,0
"934","male",1,"3rd","Southampton",39.1309,4,1,0
"935","male",15,"3rd","Southampton",39.1309,4,1,0
"936","male",7,"3rd","Southampton",39.1309,4,1,0
"937","male",2,"3rd","Southampton",39.1309,4,1,0
"938","male",16,"3rd","Southampton",39.1309,4,1,0
"939","female",41,"3rd","Southampton",39.1309,0,5,0
"940","male",17,"2nd","Southampton",10.1,0,0,0
"941","male",21,"2nd","Belfast",22,0,0,0
"942","female",59,"2nd","Southampton",26,0,1,1
"943","male",30,"1st","Belfast",89,0,0,0
"944","male",40,"1st","Southampton",28.1,0,0,0
"945","male",21,"3rd","Southampton",8.1303,0,0,0
"946","male",20,"3rd","Southampton",14.1,0,0,0
"947","male",32,"3rd","Southampton",7.1711,0,0,0
"948","male",23,"1st","Southampton",93.1,0,0,0
"949","male",0.5833333333,"3rd","Southampton",13.1506,1,1,0
"950","female",4,"3rd","Southampton",13.1506,1,1,0
"951","female",26,"3rd","Southampton",13.1506,0,2,0
"952","male",32,"3rd","Southampton",7,0,0,0
"953","female",22,"1st","Southampton",66.12,1,0,1
"954","male",29,"1st","Southampton",66.12,1,0,0
"955","male",28,"3rd","Southampton",7.1506,0,0,0
"956","male",24,"3rd","Southampton",8.01,0,0,0
"957","male",21,"3rd","Southampton",7.1806,0,0,0
"958","male",25,"3rd","Southampton",7.1806,0,0,0
"959","female",22,"1st","Cherbourg",108.18,1,0,1
"960","male",24,"1st","Cherbourg",108.18,1,0,0
"961","male",19,"2nd","Southampton",10.1,0,0,0
"962","male",24,"3rd","Southampton",7.05,0,0,0
"963","male",39,"2nd","Cherbourg",15.01,0,0,0
"964","female",33,"1st","Southampton",93.1,0,0,1
"965","male",25,"3rd","Southampton",7.1506,1,0,1
"966","male",41,"2nd","Southampton",13,0,0,0
"967","female",28,"3rd","Southampton",7.1711,0,0,0
"968","male",4,"3rd","Cherbourg",22.0702,1,1,1
"969","female",2,"3rd","Cherbourg",22.0702,1,1,1
"970","male",24,"3rd","Southampton",8.01,0,0,0
"971","female",28,"3rd","Queenstown",8.0209,0,0,0
"972","male",19,"3rd","Southampton",7.1711,0,0,0
"973","male",29,"3rd","Southampton",7.1711,0,0,0
"974","female",18,"3rd","Southampton",7.1506,0,0,0
"975","male",25,"3rd","Southampton",7.1506,1,0,0
"976","male",52,"1st","Southampton",30.1,0,0,1
"977","female",21,"2nd","Southampton",21,0,1,1
"978","female",19,"2nd","Southampton",26,0,0,1
"979","male",43,"2nd","Southampton",21,0,1,0
"980","male",33,"3rd","Southampton",8.01,0,0,1
"981","female",32,"2nd","Southampton",13,0,0,1
"982","male",27,"3rd","Southampton",7.1711,0,0,0
"983","male",17,"3rd","Southampton",8.1303,0,0,0
"984","male",24,"3rd","Southampton",8.1303,0,0,0
"985","male",24,"2nd","Southampton",13,0,0,0
"986","male",30,"2nd","Cherbourg",12.1409,0,0,1
"987","male",46,"1st","Southampton",52,0,0,0
"988","female",56,"1st","Cherbourg",83.0302,0,1,1
"989","male",27,"2nd","Cherbourg",15,0,0,0
"990","male",16,"3rd","Cherbourg",8.1403,0,0,0
"991","female",2,"2nd","Southampton",26,1,1,1
"992","female",8,"2nd","Southampton",26,1,1,1
"993","female",33,"2nd","Southampton",26,0,2,1
"994","male",27,"3rd","Southampton",7.1711,0,0,0
"995","male",21,"3rd","Cherbourg",7.0406,0,0,0
"996","female",63,"3rd","Southampton",8.0203,0,0,0
"997","male",30,"3rd","Cherbourg",7.0407,0,0,0
"998","male",18,"3rd","Southampton",7.05,0,0,0
"999","male",36,"2nd","Southampton",10.1,0,0,0
"1000","male",38,"3rd","Southampton",7.1711,0,0,0
"1001","male",33,"2nd","Southampton",21,1,0,0
"1002","female",30,"2nd","Southampton",21,3,0,1
"1003","male",37,"1st","Cherbourg",89,0,0,0
"1004","female",29,"2nd","Southampton",13,0,0,1
"1005","male",21,"3rd","Southampton",8.01,0,0,0
"1006","male",33,"1st","Cherbourg",39.12,0,0,1
"1007","male",10,"3rd","Queenstown",29.0206,4,1,0
"1008","male",4,"3rd","Queenstown",29.0206,4,1,0
"1009","male",7,"3rd","Queenstown",29.0206,4,1,0
"1010","male",2,"3rd","Queenstown",29.0206,4,1,0
"1011","male",8,"3rd","Queenstown",29.0206,4,1,0
"1012","female",39,"3rd","Queenstown",29.0206,0,5,0
"1013","male",23,"2nd","Cherbourg",15,0,0,0
"1014","male",0.75,"2nd","Southampton",18.15,1,1,1
"1015","male",3,"2nd","Southampton",18.15,1,1,1
"1016","female",24,"2nd","Southampton",18.15,2,3,1
"1017","female",58,"2nd","Southampton",10.1,0,0,1
"1018","male",22,"1st","Cherbourg",135.1208,0,0,0
